establishment_id,week_date,quantity_liters
571,2026-01-21,27.84
571,2026-01-28,27.25
571,2026-02-04,24.22
571,2026-02-11,28.87
571,2026-02-18,35.15
571,2026-02-25,37.0
571,2026-03-04,38.47
571,2026-03-11,39.78
571,2026-03-18,43.11
571,2026-03-25,41.63
571,2026-04-01,38.52
571,2026-04-08,35.02
571,2026-04-15,34.91
571,2026-04-22,34.09
571,2026-04-29,24.53
571,2026-05-06,32.62
571,2026-05-13,28.38
571,2026-05-20,31.1
572,2025-05-28,25.41
572,2025-06-04,28.22
572,2025-06-11,35.35
572,2025-06-18,32.58
572,2025-06-25,30.22
572,2025-07-02,31.85
572,2025-07-09,24.68
572,2025-07-16,22.4
572,2025-07-23,23.39
572,2025-07-30,16.44
572,2025-08-06,20.52
572,2025-08-13,19.69
572,2025-08-20,24.89
572,2025-08-27,26.27
572,2025-09-03,27.96
572,2025-09-10,34.43
572,2025-09-17,31.99
572,2025-09-24,31.38
572,2025-10-01,30.58
572,2025-10-08,27.95
572,2025-10-15,27.82
572,2025-10-22,23.35
572,2025-10-29,22.31
572,2025-11-05,20.25
572,2025-11-12,20.37
572,2025-11-19,27.49
572,2025-11-26,28.98
572,2025-12-03,31.62
572,2025-12-10,32.77
572,2025-12-17,34.87
572,2025-12-24,30.61
572,2025-12-31,30.87
572,2026-01-07,30.42
572,2026-01-14,26.04
572,2026-01-21,26.07
572,2026-01-28,19.68
572,2026-02-04,22.25
572,2026-02-11,25.49
572,2026-02-18,19.4
572,2026-02-25,29.2
572,2026-03-04,28.9
572,2026-03-11,37.37
572,2026-03-18,41.05
572,2026-03-25,31.31
572,2026-04-01,38.04
572,2026-04-08,33.51
572,2026-04-15,31.69
572,2026-04-22,25.66
572,2026-04-29,25.59
572,2026-05-06,22.14
572,2026-05-13,22.01
572,2026-05-20,25.28
573,2025-05-28,46.97
573,2025-06-04,48.67
573,2025-06-11,49.46
573,2025-06-18,53.85
573,2025-06-25,49.42
573,2025-07-02,48.72
573,2025-07-09,46.22
573,2025-07-16,47.23
573,2025-07-23,42.44
573,2025-07-30,36.46
573,2025-08-06,37.4
573,2025-08-13,39.08
573,2025-08-20,38.48
573,2025-08-27,40.48
573,2025-09-03,47.58
573,2025-09-10,55.1
573,2025-09-17,52.64
573,2025-09-24,51.87
573,2025-10-01,50.61
573,2025-10-08,46.6
573,2025-10-15,40.63
573,2025-10-22,39.31
573,2025-10-29,37.89
573,2025-11-05,39.23
573,2025-11-12,37.88
573,2025-11-19,36.98
573,2025-11-26,51.66
573,2025-12-03,50.08
573,2025-12-10,56.12
573,2025-12-17,56.58
573,2025-12-24,53.78
573,2025-12-31,52.14
573,2026-01-07,46.74
573,2026-01-14,50.65
573,2026-01-21,39.63
573,2026-01-28,43.21
573,2026-02-04,43.37
573,2026-02-11,51.23
573,2026-02-18,44.97
573,2026-02-25,49.32
573,2026-03-04,52.16
573,2026-03-11,51.67
573,2026-03-18,52.09
573,2026-03-25,54.57
573,2026-04-01,49.98
573,2026-04-08,49.59
573,2026-04-15,48.82
573,2026-04-22,40.82
573,2026-04-29,39.94
573,2026-05-06,39.92
573,2026-05-13,43.73
573,2026-05-20,48.49
574,2025-05-28,19.01
574,2025-06-04,28.23
574,2025-06-11,31.55
574,2025-06-18,29.14
574,2025-06-25,29.47
574,2025-07-02,23.13
574,2025-07-09,24.22
574,2025-07-16,22.08
574,2025-07-23,21.13
574,2025-07-30,14.05
574,2025-08-06,15.89
574,2025-08-13,15.15
574,2025-08-20,17.65
574,2025-08-27,20.02
574,2025-09-03,22.82
574,2025-09-10,31.11
574,2025-09-17,31.57
574,2025-09-24,27.92
574,2025-10-01,27.39
574,2025-10-08,26.04
574,2025-10-15,22.63
574,2025-10-22,21.43
574,2025-10-29,16.8
574,2025-11-05,15.33
574,2025-11-12,15.05
574,2025-11-19,20.59
574,2025-11-26,27.6
574,2025-12-03,26.43
574,2025-12-10,29.68
574,2025-12-17,32.25
574,2025-12-24,33.24
574,2025-12-31,30.65
574,2026-01-07,23.91
574,2026-01-14,23.82
574,2026-01-21,20.14
574,2026-01-28,16.63
574,2026-02-04,20.93
574,2026-02-11,16.29
574,2026-02-18,25.76
574,2026-02-25,21.75
574,2026-03-04,27.17
574,2026-03-11,33.44
574,2026-03-18,32.01
574,2026-03-25,35.0
574,2026-04-01,32.73
574,2026-04-08,28.78
574,2026-04-15,23.76
574,2026-04-22,21.92
574,2026-04-29,18.37
574,2026-05-06,16.37
574,2026-05-13,20.35
574,2026-05-20,23.44
575,2025-05-28,43.3
575,2025-06-04,51.02
575,2025-06-11,53.73
575,2025-06-18,54.54
575,2025-06-25,54.73
575,2025-07-02,53.7
575,2025-07-09,52.13
575,2025-07-16,44.14
575,2025-07-23,38.38
575,2025-07-30,41.91
575,2025-08-06,39.71
575,2025-08-13,42.3
575,2025-08-20,44.29
575,2025-08-27,51.28
575,2025-09-03,51.06
575,2025-09-10,54.04
575,2025-09-17,57.56
575,2025-09-24,53.32
575,2025-10-01,50.36
575,2025-10-08,49.61
575,2025-10-15,43.24
575,2025-10-22,41.62
575,2025-10-29,41.24
575,2025-11-05,41.05
575,2025-11-12,40.5
575,2025-11-19,47.83
575,2025-11-26,50.53
575,2025-12-03,56.27
575,2025-12-10,53.7
575,2025-12-17,57.07
575,2025-12-24,59.92
575,2025-12-31,54.1
575,2026-01-07,52.32
575,2026-01-14,45.16
575,2026-01-21,49.49
575,2026-01-28,43.2
575,2026-02-04,44.5
575,2026-02-11,44.32
575,2026-02-18,43.86
575,2026-02-25,53.3
575,2026-03-04,53.72
575,2026-03-11,57.95
575,2026-03-18,58.9
575,2026-03-25,61.85
575,2026-04-01,58.79
575,2026-04-08,54.9
575,2026-04-15,49.3
575,2026-04-22,44.67
575,2026-04-29,42.57
575,2026-05-06,45.26
575,2026-05-13,42.16
575,2026-05-20,44.41
576,2025-05-28,28.9
576,2025-06-04,33.05
576,2025-06-11,33.78
576,2025-06-18,34.39
576,2025-06-25,35.53
576,2025-07-02,36.24
576,2025-07-09,30.47
576,2025-07-16,23.79
576,2025-07-23,20.98
576,2025-07-30,22.05
576,2025-08-06,20.52
576,2025-08-13,18.4
576,2025-08-20,27.23
576,2025-08-27,28.47
576,2025-09-03,30.42
576,2025-09-10,39.12
576,2025-09-17,39.27
576,2025-09-24,36.6
576,2025-10-01,32.86
576,2025-10-08,34.45
576,2025-10-15,24.23
576,2025-10-22,24.11
576,2025-10-29,15.52
576,2025-11-05,22.96
576,2025-11-12,21.38
576,2025-11-19,26.47
576,2025-11-26,28.16
576,2025-12-03,30.65
576,2025-12-10,36.32
576,2025-12-17,35.41
576,2025-12-24,39.05
576,2025-12-31,36.04
576,2026-01-07,24.4
576,2026-01-14,31.07
576,2026-01-21,25.32
576,2026-01-28,24.21
576,2026-02-04,23.75
576,2026-02-11,24.78
576,2026-02-18,25.72
576,2026-02-25,32.78
576,2026-03-04,33.81
576,2026-03-11,35.64
576,2026-03-18,36.07
576,2026-03-25,39.06
576,2026-04-01,35.32
576,2026-04-08,27.56
576,2026-04-15,27.14
576,2026-04-22,24.08
576,2026-04-29,20.98
576,2026-05-06,20.07
576,2026-05-13,28.15
576,2026-05-20,29.02
577,2025-05-28,30.17
577,2025-06-04,30.32
577,2025-06-11,31.26
577,2025-06-18,31.52
577,2025-06-25,34.72
577,2025-07-02,32.66
577,2025-07-09,26.72
577,2025-07-16,22.59
577,2025-07-23,21.68
577,2025-07-30,18.83
577,2025-08-06,20.15
577,2025-08-13,22.27
577,2025-08-20,21.29
577,2025-08-27,28.78
577,2025-09-03,31.87
577,2025-09-10,34.29
577,2025-09-17,33.74
577,2025-09-24,36.33
577,2025-10-01,31.61
577,2025-10-08,35.42
577,2025-10-15,27.2
577,2025-10-22,22.64
577,2025-10-29,15.04
577,2025-11-05,19.37
577,2025-11-12,24.48
577,2025-11-19,27.18
577,2025-11-26,27.72
577,2025-12-03,30.42
577,2025-12-10,32.17
577,2025-12-17,34.05
577,2025-12-24,37.68
577,2025-12-31,33.99
577,2026-01-07,31.33
577,2026-01-14,27.69
577,2026-01-21,25.47
577,2026-01-28,24.97
577,2026-02-04,25.63
577,2026-02-11,22.64
577,2026-02-18,32.58
577,2026-02-25,28.07
577,2026-03-04,31.45
577,2026-03-11,33.0
577,2026-03-18,35.85
577,2026-03-25,36.77
577,2026-04-01,34.87
577,2026-04-08,33.35
577,2026-04-15,27.35
577,2026-04-22,21.39
577,2026-04-29,23.96
577,2026-05-06,24.58
577,2026-05-13,25.14
577,2026-05-20,33.85
578,2025-05-28,30.21
578,2025-06-04,35.27
578,2025-06-11,40.67
578,2025-06-18,40.74
578,2025-06-25,41.17
578,2025-07-02,37.85
578,2025-07-09,32.09
578,2025-07-16,33.69
578,2025-07-23,25.68
578,2025-07-30,26.38
578,2025-08-06,23.05
578,2025-08-13,28.84
578,2025-08-20,31.59
578,2025-08-27,35.42
578,2025-09-03,40.15
578,2025-09-10,41.92
578,2025-09-17,40.92
578,2025-09-24,41.67
578,2025-10-01,41.18
578,2025-10-08,33.77
578,2025-10-15,29.22
578,2025-10-22,27.28
578,2025-10-29,29.31
578,2025-11-05,29.05
578,2025-11-12,31.51
578,2025-11-19,28.08
578,2025-11-26,33.2
578,2025-12-03,38.82
578,2025-12-10,44.96
578,2025-12-17,48.24
578,2025-12-24,44.01
578,2025-12-31,46.79
578,2026-01-07,35.8
578,2026-01-14,33.78
578,2026-01-21,32.12
578,2026-01-28,29.41
578,2026-02-04,30.14
578,2026-02-11,29.23
578,2026-02-18,30.37
578,2026-02-25,34.19
578,2026-03-04,43.21
578,2026-03-11,45.22
578,2026-03-18,42.12
578,2026-03-25,42.69
578,2026-04-01,43.93
578,2026-04-08,42.0
578,2026-04-15,37.1
578,2026-04-22,30.77
578,2026-04-29,30.57
578,2026-05-06,29.27
578,2026-05-13,31.7
578,2026-05-20,33.27
579,2025-05-28,24.38
579,2025-06-04,29.74
579,2025-06-11,39.1
579,2025-06-18,36.57
579,2025-06-25,31.96
579,2025-07-02,32.21
579,2025-07-09,29.31
579,2025-07-16,27.87
579,2025-07-23,23.74
579,2025-07-30,18.51
579,2025-08-06,16.93
579,2025-08-13,22.95
579,2025-08-20,26.22
579,2025-08-27,30.76
579,2025-09-03,30.36
579,2025-09-10,35.95
579,2025-09-17,39.88
579,2025-09-24,40.3
579,2025-10-01,31.47
579,2025-10-08,37.67
579,2025-10-15,26.1
579,2025-10-22,26.17
579,2025-10-29,22.29
579,2025-11-05,18.86
579,2025-11-12,24.6
579,2025-11-19,27.27
579,2025-11-26,31.86
579,2025-12-03,35.62
579,2025-12-10,37.25
579,2025-12-17,38.82
579,2025-12-24,42.37
579,2025-12-31,34.17
579,2026-01-07,27.13
579,2026-01-14,31.79
579,2026-01-21,29.07
579,2026-01-28,20.86
579,2026-02-04,26.54
579,2026-02-11,22.94
579,2026-02-18,27.98
579,2026-02-25,32.59
579,2026-03-04,37.79
579,2026-03-11,37.99
579,2026-03-18,41.56
579,2026-03-25,37.22
579,2026-04-01,39.11
579,2026-04-08,35.08
579,2026-04-15,28.35
579,2026-04-22,27.25
579,2026-04-29,24.04
579,2026-05-06,23.96
579,2026-05-13,25.16
579,2026-05-20,31.94
580,2025-05-28,21.29
580,2025-06-04,24.91
580,2025-06-11,26.86
580,2025-06-18,30.81
580,2025-06-25,27.57
580,2025-07-02,26.51
580,2025-07-09,25.73
580,2025-07-16,20.05
580,2025-07-23,14.49
580,2025-07-30,15.21
580,2025-08-06,11.36
580,2025-08-13,16.52
580,2025-08-20,13.5
580,2025-08-27,20.2
580,2025-09-03,23.05
580,2025-09-10,26.06
580,2025-09-17,30.58
580,2025-09-24,30.25
580,2025-10-01,22.46
580,2025-10-08,29.15
580,2025-10-15,18.23
580,2025-10-22,16.27
580,2025-10-29,17.02
580,2025-11-05,17.21
580,2025-11-12,15.54
580,2025-11-19,19.47
580,2025-11-26,26.57
580,2025-12-03,27.62
580,2025-12-10,30.64
580,2025-12-17,28.39
580,2025-12-24,33.78
580,2025-12-31,32.78
580,2026-01-07,28.95
580,2026-01-14,25.95
580,2026-01-21,17.38
580,2026-01-28,18.49
580,2026-02-04,12.51
580,2026-02-11,14.32
580,2026-02-18,17.99
580,2026-02-25,22.6
580,2026-03-04,25.22
580,2026-03-11,30.8
580,2026-03-18,29.91
580,2026-03-25,31.02
580,2026-04-01,32.13
580,2026-04-08,26.93
580,2026-04-15,24.9
580,2026-04-22,21.26
580,2026-04-29,15.79
580,2026-05-06,22.05
580,2026-05-13,21.05
580,2026-05-20,19.23
581,2025-05-28,52.5
581,2025-06-04,57.02
581,2025-06-11,63.41
581,2025-06-18,63.13
581,2025-06-25,58.11
581,2025-07-02,59.25
581,2025-07-09,56.9
581,2025-07-16,50.49
581,2025-07-23,50.29
581,2025-07-30,45.83
581,2025-08-06,43.73
581,2025-08-13,46.9
581,2025-08-20,52.45
581,2025-08-27,57.73
581,2025-09-03,56.98
581,2025-09-10,63.32
581,2025-09-17,64.37
581,2025-09-24,65.92
581,2025-10-01,59.05
581,2025-10-08,56.09
581,2025-10-15,56.35
581,2025-10-22,47.66
581,2025-10-29,47.95
581,2025-11-05,45.59
581,2025-11-12,41.95
581,2025-11-19,49.63
581,2025-11-26,54.31
581,2025-12-03,60.76
581,2025-12-10,65.97
581,2025-12-17,64.15
581,2025-12-24,61.55
581,2025-12-31,61.8
581,2026-01-07,56.97
581,2026-01-14,51.09
581,2026-01-21,50.29
581,2026-01-28,46.11
581,2026-02-04,49.43
581,2026-02-11,53.89
581,2026-02-18,55.98
581,2026-02-25,57.41
581,2026-03-04,60.02
581,2026-03-11,70.16
581,2026-03-18,70.26
581,2026-03-25,65.34
581,2026-04-01,62.7
581,2026-04-08,56.91
581,2026-04-15,53.97
581,2026-04-22,53.61
581,2026-04-29,46.14
581,2026-05-06,48.9
581,2026-05-13,52.09
581,2026-05-20,53.46
582,2025-05-28,31.48
582,2025-06-04,41.04
582,2025-06-11,41.02
582,2025-06-18,42.61
582,2025-06-25,42.62
582,2025-07-02,39.34
582,2025-07-09,39.44
582,2025-07-16,30.98
582,2025-07-23,29.28
582,2025-07-30,25.56
582,2025-08-06,27.76
582,2025-08-13,26.64
582,2025-08-20,29.52
582,2025-08-27,34.38
582,2025-09-03,41.98
582,2025-09-10,44.39
582,2025-09-17,43.4
582,2025-09-24,43.76
582,2025-10-01,42.33
582,2025-10-08,36.66
582,2025-10-15,34.01
582,2025-10-22,31.7
582,2025-10-29,27.22
582,2025-11-05,30.54
582,2025-11-12,29.08
582,2025-11-19,31.41
582,2025-11-26,42.87
582,2025-12-03,38.76
582,2025-12-10,45.1
582,2025-12-17,47.57
582,2025-12-24,46.28
582,2025-12-31,40.35
582,2026-01-07,36.57
582,2026-01-14,31.93
582,2026-01-21,31.45
582,2026-01-28,31.74
582,2026-02-04,33.29
582,2026-02-11,32.42
582,2026-02-18,32.89
582,2026-02-25,36.28
582,2026-03-04,41.19
582,2026-03-11,39.83
582,2026-03-18,51.22
582,2026-03-25,46.85
582,2026-04-01,39.53
582,2026-04-08,42.48
582,2026-04-15,37.09
582,2026-04-22,32.94
582,2026-04-29,33.31
582,2026-05-06,27.14
582,2026-05-13,33.78
582,2026-05-20,38.87
583,2025-05-28,26.04
583,2025-06-04,30.94
583,2025-06-11,35.88
583,2025-06-18,40.96
583,2025-06-25,36.48
583,2025-07-02,33.98
583,2025-07-09,33.95
583,2025-07-16,28.4
583,2025-07-23,24.02
583,2025-07-30,23.81
583,2025-08-06,24.28
583,2025-08-13,22.95
583,2025-08-20,27.52
583,2025-08-27,28.3
583,2025-09-03,35.48
583,2025-09-10,38.13
583,2025-09-17,38.94
583,2025-09-24,41.34
583,2025-10-01,36.83
583,2025-10-08,32.86
583,2025-10-15,27.9
583,2025-10-22,25.04
583,2025-10-29,23.06
583,2025-11-05,26.22
583,2025-11-12,25.12
583,2025-11-19,31.37
583,2025-11-26,38.65
583,2025-12-03,40.69
583,2025-12-10,34.26
583,2025-12-17,42.08
583,2025-12-24,43.28
583,2025-12-31,38.95
583,2026-01-07,33.77
583,2026-01-14,32.45
583,2026-01-21,27.02
583,2026-01-28,29.25
583,2026-02-04,24.43
583,2026-02-11,26.73
583,2026-02-18,29.41
583,2026-02-25,35.7
583,2026-03-04,36.83
583,2026-03-11,38.79
583,2026-03-18,44.55
583,2026-03-25,45.31
583,2026-04-01,44.59
583,2026-04-08,34.53
583,2026-04-15,33.59
583,2026-04-22,26.19
583,2026-04-29,24.09
583,2026-05-06,23.04
583,2026-05-13,27.72
583,2026-05-20,33.08
584,2025-05-28,51.99
584,2025-06-04,61.09
584,2025-06-11,64.84
584,2025-06-18,60.75
584,2025-06-25,63.93
584,2025-07-02,56.17
584,2025-07-09,57.39
584,2025-07-16,49.78
584,2025-07-23,46.62
584,2025-07-30,45.64
584,2025-08-06,44.76
584,2025-08-13,48.66
584,2025-08-20,48.63
584,2025-08-27,60.0
584,2025-09-03,63.16
584,2025-09-10,65.62
584,2025-09-17,65.47
584,2025-09-24,62.87
584,2025-10-01,60.31
584,2025-10-08,58.1
584,2025-10-15,56.28
584,2025-10-22,49.35
584,2025-10-29,47.71
584,2025-11-05,45.51
584,2025-11-12,45.3
584,2025-11-19,53.75
584,2025-11-26,56.44
584,2025-12-03,61.3
584,2025-12-10,65.67
584,2025-12-17,67.28
584,2025-12-24,62.26
584,2025-12-31,61.81
584,2026-01-07,58.76
584,2026-01-14,54.17
584,2026-01-21,54.53
584,2026-01-28,50.88
584,2026-02-04,51.95
584,2026-02-11,51.76
584,2026-02-18,56.95
584,2026-02-25,59.63
584,2026-03-04,61.41
584,2026-03-11,62.44
584,2026-03-18,71.48
584,2026-03-25,68.27
584,2026-04-01,67.02
584,2026-04-08,60.79
584,2026-04-15,56.95
584,2026-04-22,55.48
584,2026-04-29,54.2
584,2026-05-06,54.15
584,2026-05-13,52.22
584,2026-05-20,49.86
585,2025-05-28,51.39
585,2025-06-04,56.6
585,2025-06-11,63.65
585,2025-06-18,59.25
585,2025-06-25,63.17
585,2025-07-02,61.44
585,2025-07-09,60.16
585,2025-07-16,56.0
585,2025-07-23,46.61
585,2025-07-30,46.3
585,2025-08-06,49.67
585,2025-08-13,46.01
585,2025-08-20,49.84
585,2025-08-27,46.75
585,2025-09-03,53.5
585,2025-09-10,61.06
585,2025-09-17,59.56
585,2025-09-24,62.35
585,2025-10-01,59.54
585,2025-10-08,58.56
585,2025-10-15,53.06
585,2025-10-22,50.18
585,2025-10-29,49.71
585,2025-11-05,43.57
585,2025-11-12,51.37
585,2025-11-19,51.59
585,2025-11-26,50.47
585,2025-12-03,54.79
585,2025-12-10,62.85
585,2025-12-17,61.8
585,2025-12-24,65.52
585,2025-12-31,61.83
585,2026-01-07,53.83
585,2026-01-14,54.67
585,2026-01-21,51.44
585,2026-01-28,46.83
585,2026-02-04,50.24
585,2026-02-11,49.92
585,2026-02-18,48.28
585,2026-02-25,55.0
585,2026-03-04,60.03
585,2026-03-11,61.48
585,2026-03-18,65.99
585,2026-03-25,63.81
585,2026-04-01,64.52
585,2026-04-08,56.94
585,2026-04-15,51.13
585,2026-04-22,49.56
585,2026-04-29,50.15
585,2026-05-06,47.45
585,2026-05-13,55.5
585,2026-05-20,48.57
586,2025-05-28,36.2
586,2025-06-04,41.17
586,2025-06-11,47.91
586,2025-06-18,50.95
586,2025-06-25,46.67
586,2025-07-02,45.03
586,2025-07-09,40.07
586,2025-07-16,41.13
586,2025-07-23,32.83
586,2025-07-30,34.89
586,2025-08-06,31.73
586,2025-08-13,31.68
586,2025-08-20,36.5
586,2025-08-27,42.24
586,2025-09-03,42.87
586,2025-09-10,47.15
586,2025-09-17,49.76
586,2025-09-24,53.35
586,2025-10-01,48.24
586,2025-10-08,45.41
586,2025-10-15,41.89
586,2025-10-22,37.16
586,2025-10-29,31.65
586,2025-11-05,35.32
586,2025-11-12,33.89
586,2025-11-19,39.46
586,2025-11-26,41.61
586,2025-12-03,46.76
586,2025-12-10,46.67
586,2025-12-17,51.04
586,2025-12-24,45.56
586,2025-12-31,46.89
586,2026-01-07,46.81
586,2026-01-14,41.61
586,2026-01-21,37.04
586,2026-01-28,35.09
586,2026-02-04,39.04
586,2026-02-11,38.52
586,2026-02-18,36.52
586,2026-02-25,41.51
586,2026-03-04,47.54
586,2026-03-11,51.78
586,2026-03-18,53.33
586,2026-03-25,50.14
586,2026-04-01,50.58
586,2026-04-08,45.0
586,2026-04-15,43.62
586,2026-04-22,42.55
586,2026-04-29,36.73
586,2026-05-06,32.42
586,2026-05-13,41.08
586,2026-05-20,38.97
587,2025-05-28,30.7
587,2025-06-04,37.71
587,2025-06-11,36.82
587,2025-06-18,37.84
587,2025-06-25,35.98
587,2025-07-02,40.9
587,2025-07-09,29.54
587,2025-07-16,30.96
587,2025-07-23,26.05
587,2025-07-30,20.67
587,2025-08-06,23.62
587,2025-08-13,27.24
587,2025-08-20,28.46
587,2025-08-27,33.23
587,2025-09-03,38.97
587,2025-09-10,36.37
587,2025-09-17,43.83
587,2025-09-24,40.75
587,2025-10-01,35.05
587,2025-10-08,33.14
587,2025-10-15,30.9
587,2025-10-22,29.57
587,2025-10-29,26.37
587,2025-11-05,28.71
587,2025-11-12,27.15
587,2025-11-19,33.07
587,2025-11-26,35.9
587,2025-12-03,36.92
587,2025-12-10,40.87
587,2025-12-17,39.33
587,2025-12-24,41.09
587,2025-12-31,35.78
587,2026-01-07,32.59
587,2026-01-14,33.59
587,2026-01-21,28.56
587,2026-01-28,28.33
587,2026-02-04,25.45
587,2026-02-11,27.93
587,2026-02-18,36.95
587,2026-02-25,30.47
587,2026-03-04,41.79
587,2026-03-11,41.16
587,2026-03-18,43.9
587,2026-03-25,42.24
587,2026-04-01,41.28
587,2026-04-08,36.98
587,2026-04-15,35.25
587,2026-04-22,30.7
587,2026-04-29,27.96
587,2026-05-06,27.56
587,2026-05-13,30.65
587,2026-05-20,34.01
588,2025-05-28,55.69
588,2025-06-04,54.67
588,2025-06-11,62.41
588,2025-06-18,61.22
588,2025-06-25,60.19
588,2025-07-02,58.72
588,2025-07-09,54.68
588,2025-07-16,48.54
588,2025-07-23,47.53
588,2025-07-30,48.87
588,2025-08-06,44.93
588,2025-08-13,44.79
588,2025-08-20,51.57
588,2025-08-27,53.43
588,2025-09-03,60.35
588,2025-09-10,59.33
588,2025-09-17,62.42
588,2025-09-24,65.2
588,2025-10-01,59.76
588,2025-10-08,58.75
588,2025-10-15,53.04
588,2025-10-22,48.55
588,2025-10-29,49.98
588,2025-11-05,46.37
588,2025-11-12,48.66
588,2025-11-19,55.18
588,2025-11-26,53.9
588,2025-12-03,63.39
588,2025-12-10,68.57
588,2025-12-17,67.13
588,2025-12-24,62.81
588,2025-12-31,60.6
588,2026-01-07,55.87
588,2026-01-14,55.38
588,2026-01-21,47.4
588,2026-01-28,49.22
588,2026-02-04,48.05
588,2026-02-11,48.85
588,2026-02-18,54.72
588,2026-02-25,53.73
588,2026-03-04,57.18
588,2026-03-11,69.13
588,2026-03-18,69.85
588,2026-03-25,63.63
588,2026-04-01,63.91
588,2026-04-08,58.26
588,2026-04-15,58.37
588,2026-04-22,49.94
588,2026-04-29,48.26
588,2026-05-06,48.87
588,2026-05-13,54.34
588,2026-05-20,52.4
589,2025-05-28,26.53
589,2025-06-04,29.75
589,2025-06-11,33.42
589,2025-06-18,35.81
589,2025-06-25,36.07
589,2025-07-02,28.06
589,2025-07-09,30.62
589,2025-07-16,24.19
589,2025-07-23,18.92
589,2025-07-30,18.48
589,2025-08-06,21.45
589,2025-08-13,17.87
589,2025-08-20,21.47
589,2025-08-27,26.98
589,2025-09-03,31.12
589,2025-09-10,30.13
589,2025-09-17,35.46
589,2025-09-24,34.56
589,2025-10-01,33.32
589,2025-10-08,27.88
589,2025-10-15,27.79
589,2025-10-22,24.08
589,2025-10-29,23.9
589,2025-11-05,22.14
589,2025-11-12,19.66
589,2025-11-19,22.94
589,2025-11-26,30.97
589,2025-12-03,32.28
589,2025-12-10,32.87
589,2025-12-17,33.98
589,2025-12-24,35.11
589,2025-12-31,35.21
589,2026-01-07,29.19
589,2026-01-14,26.9
589,2026-01-21,25.62
589,2026-01-28,25.23
589,2026-02-04,18.93
589,2026-02-11,26.22
589,2026-02-18,25.85
589,2026-02-25,31.91
589,2026-03-04,35.69
589,2026-03-11,37.81
589,2026-03-18,35.36
589,2026-03-25,40.93
589,2026-04-01,37.33
589,2026-04-08,34.66
589,2026-04-15,28.29
589,2026-04-22,26.48
589,2026-04-29,26.04
589,2026-05-06,22.32
589,2026-05-13,24.77
589,2026-05-20,26.55
590,2025-05-28,38.76
590,2025-06-04,42.38
590,2025-06-11,41.67
590,2025-06-18,45.1
590,2025-06-25,46.84
590,2025-07-02,39.06
590,2025-07-09,42.92
590,2025-07-16,36.91
590,2025-07-23,34.13
590,2025-07-30,27.56
590,2025-08-06,23.98
590,2025-08-13,29.7
590,2025-08-20,35.55
590,2025-08-27,42.14
590,2025-09-03,42.47
590,2025-09-10,44.68
590,2025-09-17,47.25
590,2025-09-24,49.0
590,2025-10-01,45.92
590,2025-10-08,42.9
590,2025-10-15,37.69
590,2025-10-22,36.73
590,2025-10-29,33.12
590,2025-11-05,30.07
590,2025-11-12,37.35
590,2025-11-19,35.4
590,2025-11-26,37.21
590,2025-12-03,44.44
590,2025-12-10,46.07
590,2025-12-17,49.12
590,2025-12-24,50.82
590,2025-12-31,46.44
590,2026-01-07,44.33
590,2026-01-14,37.35
590,2026-01-21,37.71
590,2026-01-28,31.99
590,2026-02-04,29.54
590,2026-02-11,36.94
590,2026-02-18,36.14
590,2026-02-25,39.21
590,2026-03-04,44.64
590,2026-03-11,51.72
590,2026-03-18,49.15
590,2026-03-25,47.14
590,2026-04-01,48.7
590,2026-04-08,46.52
590,2026-04-15,38.98
590,2026-04-22,40.88
590,2026-04-29,31.03
590,2026-05-06,30.23
590,2026-05-13,36.78
590,2026-05-20,37.23
591,2025-05-28,55.18
591,2025-06-04,64.28
591,2025-06-11,61.15
591,2025-06-18,64.57
591,2025-06-25,64.32
591,2025-07-02,59.08
591,2025-07-09,56.68
591,2025-07-16,50.83
591,2025-07-23,49.45
591,2025-07-30,41.72
591,2025-08-06,49.9
591,2025-08-13,49.1
591,2025-08-20,51.11
591,2025-08-27,50.48
591,2025-09-03,59.05
591,2025-09-10,62.27
591,2025-09-17,62.14
591,2025-09-24,63.19
591,2025-10-01,57.66
591,2025-10-08,57.52
591,2025-10-15,49.63
591,2025-10-22,50.44
591,2025-10-29,44.76
591,2025-11-05,45.51
591,2025-11-12,52.73
591,2025-11-19,49.16
591,2025-11-26,54.65
591,2025-12-03,59.36
591,2025-12-10,65.67
591,2025-12-17,62.73
591,2025-12-24,64.33
591,2025-12-31,58.05
591,2026-01-07,58.73
591,2026-01-14,53.42
591,2026-01-21,50.76
591,2026-01-28,52.19
591,2026-02-04,49.94
591,2026-02-11,52.6
591,2026-02-18,49.52
591,2026-02-25,55.19
591,2026-03-04,56.56
591,2026-03-11,58.32
591,2026-03-18,62.66
591,2026-03-25,68.13
591,2026-04-01,63.19
591,2026-04-08,59.71
591,2026-04-15,56.0
591,2026-04-22,55.93
591,2026-04-29,46.52
591,2026-05-06,48.28
591,2026-05-13,51.46
591,2026-05-20,56.29
592,2025-05-28,28.03
592,2025-06-04,29.05
592,2025-06-11,30.54
592,2025-06-18,38.7
592,2025-06-25,37.04
592,2025-07-02,33.41
592,2025-07-09,27.51
592,2025-07-16,21.86
592,2025-07-23,18.45
592,2025-07-30,22.2
592,2025-08-06,16.13
592,2025-08-13,19.5
592,2025-08-20,25.9
592,2025-08-27,28.79
592,2025-09-03,29.54
592,2025-09-10,33.62
592,2025-09-17,38.45
